BoroCT2020,ScoreBaseMidSchool,WeightForAggregation
4008300,40,"0,2"
4008500,60,"0,3"
4008600,56,"0,3"
4008700,40,"0,3"
4008800,56,"0,5"
4009100,40,"0,2"
4009400,56,"0,2"
4009500,56,"0,2"
4009600,56,"0,2"
4009700,15,"0,2"
4009800,56,"0,1"
4010000,0,"0,2"
4010100,15,"0,2"
4010200,26,"0,2"
4010300,15,"0,3"
4010400,26,"0,2"
4010500,15,"0,2"
4010600,26,"0,2"
4010701,15,"1,6"
4010800,0,"0,2"
4011000,56,"0,2"
4011100,15,"0,2"
4011200,56,"0,2"
4011300,15,"0,2"
4011400,56,"0,1"
4011500,15,"0,2"
4011600,56,"0,1"
4011700,15,"0,2"
4011800,0,"0,2"
4011900,15,"0,1"
4012000,0,"0,1"
4012100,15,"0,1"
4012200,0,"0,2"
4012301,15,"0,6"
4012400,0,"0,2"
4012500,56,"0,2"
4012601,0,"0,2"
4012602,6,"0,1"
4012800,20,"0,2"
4013000,20,"0,2"
4013200,0,"0,2"
4013400,80,"0,2"
4013500,15,"0,1"
4013600,80,"0,2"
4013700,56,"0,2"
4013800,80,"0,2"
4014000,80,"0,2"
4014100,15,"0,2"
4014201,30,"0,2"
4014202,30,"0,6"
4014300,15,"0,1"
4014400,30,"0,2"
4014500,15,"0,1"
4014700,15,"0,1"
4014800,0,"0,2"
4014900,15,"0,1"
4015000,0,"0,1"
4015100,15,"0,1"
4015200,0,"0,2"
4015300,15,"0,1"
4015400,0,"0,2"
4015500,70,"0,1"
4015600,30,"0,2"
4015700,70,"0,1"
4015801,30,"0,3"
4015802,30,"0,3"
4015900,70,"0,2"
4016100,70,"0,1"
4016300,15,"0,2"
4016400,30,"0,2"
4016600,26,"0,2"
4016800,30,"0,2"
4016900,15,"0,2"
4017000,30,"0,2"
4017200,30,"0,2"
4017400,26,"0,2"
4017600,26,"0,2"
4017800,26,"0,2"
4017901,40,"0,1"
4017902,40,"0,4"
4018000,26,"0,1"
4018101,40,"0,1"
4018102,40,"0,1"
4018200,26,"0,3"
4018300,40,"0,2"
4018401,26,"0,2"
4018402,26,"0,2"
4018501,20,"0,1"
4018502,20,"0,1"
4018600,26,"0,2"
4018700,26,"0,2"
4018800,30,"0,2"
4018900,20,"0,2"
4019000,30,"0,2"
4019200,30,"0,2"
4019400,30,"0,3"
4019600,30,"0,2"
4019800,30,"0,2"
4019901,26,"0,3"
4019902,50,"0,6"
4020200,30,"0,2"
4020400,30,"0,3"
4020500,26,"0,6"
4020600,30,"0,1"
4020800,30,"0,5"
4021200,30,"0,2"
4021400,30,"0,4"
4021601,80,"0,2"
4021602,30,"0,1"
4021900,80,"1,3"
4022001,60,"0,4"
4022002,30,"0,3"
4023000,30,"0,2"
4023200,30,"0,3"
4023501,20,"0,1"
4023502,20,"0,1"
4023600,30,"0,2"
4023800,30,"0,2"
4024000,30,"0,3"
4024300,80,"0,6"
4024500,70,"0,3"
4024600,30,"0,3"
4024700,70,"0,1"
4024900,70,"0,2"
4025100,56,"0,2"
4025301,40,"0,1"
4025302,40,"0,1"
4025401,30,"0,3"
4025402,30,"0,4"
4025500,56,"0,2"
4025700,15,"0,2"
4025800,30,"0,2"
4025900,56,"0,2"
4026000,30,"0,2"
4026100,56,"0,2"
4026200,30,"0,1"
4026300,90,"0,2"
4026400,30,"0,3"
4026501,94,"0,1"
4026502,15,"0,1"
4026600,50,"0,2"
4026700,94,"0,2"
4026901,94,"0,1"
4026902,20,"0,1"
4027000,30,"0,2"
4027101,20,"0,1"
4027102,0,0
4027200,30,"0,2"
4027301,90,"0,1"
4027302,90,"0,1"
4027400,30,"0,1"
4027500,90,"0,2"
4027600,30,"0,2"
4027701,100,"0,1"
4027702,100,"0,1"
4027800,30,"0,2"
4027900,100,"0,2"
4028000,50,"0,2"
4028100,100,"0,2"
4028200,50,"0,2"
4028300,100,"0,2"
4028400,30,"0,4"
4028500,100,"0,2"
4028700,100,"0,2"
4028801,26,"0,2"
4028802,30,"0,2"
4028803,30,"0,4"
4028900,26,"0,2"
4029100,90,"0,3"
4029300,56,"0,2"
4029400,26,"1,1"
4029500,15,"0,2"
4029700,90,"0,5"
4030600,26,"1,4"
4030903,100,"0,4"
4030904,90,"0,4"
4030905,90,"0,2"
4030906,90,"0,2"
4031700,56,"0,8"
4032000,17,"1,1"
4032700,90,"0,2"
4032800,17,"0,4"
4032900,90,"0,4"
4033000,17,"0,8"
4033401,40,"0,6"
4033403,26,"0,3"
4033404,26,"0,2"
4033405,17,"0,3"
4033700,90,"0,2"
4033900,90,"0,2"
4034700,90,"0,4"
4035100,90,"0,1"
4035200,40,"0,6"
4035300,90,"0,2"
4035700,90,"0,6"
4035800,40,"0,5"
4036100,90,"0,2"
4036300,90,"0,1"
4036500,90,"0,2"
4036600,40,"0,4"
4036700,90,"0,2"
4036800,40,"0,2"
4037100,90,"0,2"
4037300,90,"0,2"
4037501,13,"0,1"
4037502,90,"0,1"
4037600,40,"0,8"
4037700,90,"0,1"
4037900,90,"0,2"
4038100,20,"0,3"
4038301,56,"0,6"
4038400,40,"0,3"
4039400,40,"0,3"
4039800,40,"0,2"
4039901,13,"0,1"
4039902,20,"0,1"
4040000,40,"0,2"
4040101,13,"0,1"
4040102,13,"0,1"
4040200,40,"0,2"
4040301,13,"0,1"
4040302,13,"0,1"
4040400,7,"0,5"
4040501,13,"0,1"
4040502,13,"0,1"
4040701,13,"0,1"
4040702,90,"0,1"
4040901,13,"0,1"
4040902,90,"0,1"
4041100,70,"0,1"
4041300,13,"0,2"
4041400,30,"0,5"
4041500,13,"0,2"
4042400,40,"0,5"
4042600,40,"0,5"
4042700,13,"0,2"
4043200,40,"0,2"
4043400,40,"0,2"
4043701,13,"0,1"
4043702,13,"0,2"
4043900,13,"0,2"
4044000,30,"0,4"
4044301,13,"0,1"
4044302,70,"0,3"
4044400,50,"0,9"
4044601,30,"0,2"
4044602,30,"0,2"
4044800,30,"0,2"
4045000,30,"0,2"
4045200,30,"0,2"
4045400,30,"0,2"
4045500,70,"0,1"
4045600,30,"0,2"
4045700,94,"0,2"
4045800,7,"0,2"
4045900,94,"0,1"
4046000,30,"0,2"
4046100,94,"0,1"
4046200,7,"0,2"
4046300,94,"0,2"
4046400,90,"0,2"
4046500,13,"0,1"
4046600,7,"0,2"
4046700,56,"0,1"
4046800,7,"0,2"
4046901,20,"0,1"
4046902,13,"0,1"
4047000,7,"0,2"
4047100,80,"0,2"
4047200,90,"0,5"
4047300,80,"0,2"
4047500,80,"0,3"
4047600,90,"0,5"
4047801,90,"0,5"
4047802,17,"0,1"
4047900,80,"0,4"
4048000,7,"0,2"
4048100,20,"0,1"
4048200,7,"0,2"
4048301,20,"0,1"
4048302,20,"0,1"
4048400,17,"0,4"
4048500,20,"0,3"
4048900,80,"0,4"
4049201,56,"0,3"
4049202,17,"0,2"
4049301,80,"0,2"
4049302,80,"0,3"
4049500,80,"0,1"
4049600,17,"0,3"
4049700,80,"0,2"
4049900,80,"0,5"
4050000,17,"0,3"
4050201,7,"0,2"
4050202,17,"0,2"
4050400,7,"0,2"
4050500,80,"0,1"
4050600,7,"0,2"
4050700,80,"0,4"
4050800,7,"0,2"
4051000,17,"0,2"
4051100,80,"0,3"
4051200,17,"0,4"
4051300,80,"0,2"
4051500,80,"0,2"
4051600,7,"0,2"
4051700,80,"0,3"
4051800,7,"0,2"
4052000,7,"0,2"
4052100,80,"0,2"
4052200,7,"0,2"
4052400,7,"0,2"
4052500,80,"0,2"
4052600,40,"0,2"
4052800,40,"0,2"
4053000,7,"0,2"
4053100,80,"0,4"
4053200,7,"0,2"
4053401,7,"0,3"
4053501,10,"0,2"
4053601,17,"0,2"
4053800,17,"0,2"
4053901,30,"0,4"
4053902,10,"0,2"
4054000,17,"0,5"
4054200,17,"0,5"
4054500,10,"0,1"
4054700,26,"0,1"
4054800,17,"0,2"
4054900,80,"0,2"
4055100,26,"0,2"
4055200,56,"0,4"
4055300,94,"0,1"
4055400,50,"0,2"
4055500,56,"0,2"
4055600,17,"0,2"
4055700,9,"0,2"
4055800,17,"0,2"
4055900,56,"0,2"
4056000,17,"0,2"
4056200,17,"0,2"
4056400,17,"0,2"
4056500,9,"0,1"
4056600,17,"0,2"
4056700,9,"0,3"
4056800,17,"0,8"
4057700,9,"0,2"
4057900,0,"0,1"
4058000,17,"0,5"
4058100,9,"0,1"
4058200,17,"0,6"
4058300,9,"0,1"
4058500,26,"0,2"
4058700,26,"0,1"
4058900,26,"0,2"
4059000,7,"0,2"
4059100,10,"0,2"
4059200,7,"0,2"
4059300,10,"0,3"
4059400,7,"0,2"
4059501,10,"0,2"
4059502,80,"0,2"
4059600,7,"0,2"
4059800,7,"0,2"
4059900,80,"0,1"
4060000,40,"0,2"
4060100,80,"0,2"
4060300,80,"0,2"
4060600,40,"0,2"
4060800,40,"0,2"
4061000,40,"0,2"
4061200,40,"0,3"
4061301,50,"0,7"
4061400,40,"0,3"
4061601,40,"0,4"
4061602,40,"0,4"
4061800,17,"0,2"
4061900,9,"0,2"
4062000,40,"0,2"
4062100,56,"0,3"
4062200,40,"0,4"
4062300,9,"0,2"
4062500,0,"0,2"
4062600,40,"0,4"
4062700,0,"0,2"
4062900,9,"0,2"
4063000,40,"0,2"
4063200,40,"0,3"
4063301,9,"0,1"
4063302,9,"0,1"
4063500,20,"0,2"
4063700,80,"0,7"
4063800,17,"0,7"
4063900,80,"0,2"
4064101,40,"0,1"
4064500,80,"0,3"
4064600,17,"0,4"
4065000,17,"0,4"
4065401,17,"0,4"
4065402,17,"0,3"
4065600,17,"0,6"
4065702,40,"0,1"
4065703,40,"0,3"
4065900,40,"0,2"
4066000,17,"0,4"
4066100,15,"0,1"
4066301,0,"0,3"
4066302,15,"0,2"
4066401,17,"1,1"
4066402,17,"0,4"
4066403,17,"0,4"
4066501,80,"0,3"
4066701,80,"0,3"
4066900,80,"0,2"
4067100,80,"0,2"
4067700,9,"0,2"
4067900,80,"0,3"
4068000,17,"0,8"
4068200,17,"0,2"
4068300,94,"0,2"
4068700,80,"0,3"
4069000,17,"0,3"
4069300,80,"0,1"
4069400,17,"0,5"
4069500,80,"0,2"
4069701,80,"0,1"
4069702,80,"0,4"
4070300,80,"0,2"
4070700,80,"0,2"
4070900,80,"0,2"
4071100,80,"0,4"
4071303,20,"0,1"
4071304,20,"0,2"
4071305,80,"0,1"
4071306,80,"0,2"
4071701,20,"0,2"
4071702,94,"0,2"
4071900,56,"0,2"
4072100,20,"0,2"
4072300,80,"0,5"
4072900,80,"0,2"
4073100,80,"0,2"
4073700,80,"0,2"
4073900,80,"0,2"
4074100,20,"0,2"
4074300,20,"0,2"
4074500,56,"0,2"
4074700,20,"0,3"
4074900,80,"0,4"
4075701,80,"0,2"
4075702,80,"0,4"
4076901,80,"0,2"
4076902,80,"0,1"
4077300,80,"0,3"
4077500,80,"0,2"
4077902,70,"0,6"
4077903,70,"0,3"
4077904,70,"0,4"
4077905,70,"0,3"
4077906,70,"0,3"
4077907,70,"0,2"
4077908,70,"0,2"
4078800,26,"0,2"
4079000,26,"0,3"
4079200,26,"0,4"
4079701,56,"0,1"
4079702,70,"0,3"
4079900,56,"0,3"
4080301,70,"0,3"
4080302,70,"0,4"
4080900,70,1
4081400,26,"0,4"
4081800,26,"0,4"
4083700,56,"0,8"
4083800,26,"0,5"
4084000,26,"0,6"
4084500,56,"0,2"
4084601,26,"0,3"
4084602,56,"0,7"
4084901,70,"0,2"
4084902,9,"0,1"
4085300,56,"0,2"
4085500,9,"0,1"
4085700,56,"0,1"
4085900,56,"0,1"
4086100,56,"0,1"
4086300,9,"0,1"
4086400,26,"1,1"
4086500,80,"0,2"
4086900,100,"0,6"
4087100,56,"0,4"
4088400,56,"1,5"
4088902,100,"0,3"
4088903,100,"0,4"
4089201,56,"1,8"
4090700,100,2
4091603,15,"1,9"
4091900,100,"0,5"
4092200,15,"0,6"
4092500,100,"0,3"
4092800,15,"0,8"
4092900,100,1
4093401,15,"0,5"
4093402,50,"0,4"
4093800,26,"0,8"
4093900,0,"0,7"
4094201,26,"0,3"
4094202,26,"0,7"
4094203,26,"0,5"
4094500,100,"1,5"
4094700,100,"0,3"
4095400,17,"0,8"
4096400,17,"0,9"
4097202,17,"0,6"
4097204,17,"0,4"
4097205,10,"0,2"
4097206,15,"0,3"
4097300,80,"0,5"
4098100,60,"0,6"
4098700,60,"0,7"
4099100,10,"1,1"
4099200,13,"0,6"
4099701,50,1
4099703,70,"0,6"
4099704,70,"0,7"
4099705,60,"0,4"
4099801,13,"0,5"
4099802,13,"0,4"
4100801,13,"0,6"
4100803,13,"0,3"
4100804,13,"0,7"
4101002,13,"0,5"
4101003,13,"0,2"
4101004,13,"0,6"
4101700,50,1
4102900,60,"0,5"
4103201,13,"0,4"
4103202,13,"0,7"
4103300,70,"0,6"
4103900,60,"0,9"
4104700,80,"0,8"
4105900,70,"0,7"
4107201,30,"1,4"
4108500,40,"0,4"
4109300,70,"1,1"
4109700,50,"0,4"
4109900,40,"0,4"
4111300,70,"0,7"
4112300,50,"0,3"
4112900,50,"0,4"
4113300,40,"0,3"
4113900,40,"0,4"
4114100,40,"0,4"
4114700,40,"0,3"
4115100,70,"0,3"
4115500,70,"0,2"
4115700,56,"0,3"
4115900,80,"0,3"
4116100,80,"0,2"
4116301,56,"0,1"
4116302,56,"0,1"
4116700,9,"0,2"
4117100,70,"0,4"
4117500,40,"0,6"
4118100,56,"0,2"
4118500,40,"0,2"
4118700,9,"0,2"
4118900,56,"0,2"
4119100,56,"0,2"
4119300,56,"0,2"
4119500,40,"0,2"
4119900,56,"0,2"
4120100,56,"0,2"
4120300,56,"0,2"
4120500,56,"0,2"
4120701,90,"0,4"
4120702,56,"0,3"
4121500,90,"0,6"
4122300,94,"0,5"
4122702,70,"0,4"
4122703,94,"0,4"
4122704,94,"0,3"
4124100,94,"0,5"
4124700,90,"0,5"
4125700,70,"0,3"
4126500,94,"0,2"
4126700,94,"0,8"
4127700,90,"1,1"
4129102,56,1
4129103,56,"0,5"
4129104,56,"0,7"
4130100,56,"0,7"
4133300,90,"0,7"
4133900,90,"0,2"
4134100,90,"0,6"
4134701,90,"0,5"
4134702,90,"0,6"
4136700,56,"0,8"
4137700,56,"0,8"
4138501,56,1
4139900,56,"0,4"
4140300,56,"0,4"
4140901,56,"0,2"
4140902,90,"0,5"
4141700,90,"0,9"
4142900,90,"0,5"
4143500,56,"0,4"
4144100,56,"0,3"
4144700,50,"0,4"
4145101,56,"0,3"
4145102,56,"0,3"
4145900,90,"0,4"
4146300,50,"0,3"
4146700,50,"0,4"
4147100,50,"0,4"
4147900,70,"0,9"
4148300,70,"1,3"
4150701,20,"0,9"
4150702,20,"0,8"
4152901,70,"1,4"
4152902,70,1
4155101,15,"0,5"
4155103,70,"0,7"
4155104,15,"0,7"
4156700,70,"1,5"
4157101,70,"1,2"
4157102,56,"0,3"
4157901,15,"0,9"
4157902,15,"0,7"
4157903,15,"0,7"
4161700,50,"0,7"
4162100,50,"0,7"
5000300,7,"0,4"
5000600,40,"0,7"
5000700,7,"0,5"
5000800,40,"0,8"
5000900,7,"0,2"
5001100,7,"0,3"
5001700,7,"0,3"
5001800,40,"0,9"
5002001,40,"0,5"
5002002,40,"0,8"
5002100,40,"0,9"
5002700,40,"0,3"
5002900,40,"0,5"
5003300,40,"0,9"
5003600,40,"0,4"
5003900,17,"0,6"
5004001,40,"0,3"
5004002,40,"0,3"
5004003,40,"0,2"
5004004,40,"0,4"
5004700,40,"0,9"
5005000,40,"0,8"
5005901,17,"0,9"
5005902,17,"0,4"
5006400,40,"0,7"
5006700,7,1
5007001,40,"0,5"
5007002,40,"2,2"
5007400,40,"0,5"
5007500,17,"0,5"
5007700,7,"0,2"
5008100,7,"0,8"
5009601,40,"0,8"
5009602,15,"0,6"
5009701,17,"0,7"
5010500,17,"0,8"
5011201,6,"1,6"
5011203,6,1
5011401,6,"0,5"
5011402,6,"0,6"
5012100,17,"0,7"
5012200,15,"0,8"
5012500,17,"0,5"
5012804,6,"0,9"
5012805,9,1
5012806,15,"1,3"
5013201,15,"0,5"
5013203,9,1
5013204,9,1
5013301,17,"0,1"
5013302,17,"0,9"
5013400,15,"0,9"
5013800,15,"1,4"
5014100,17,"0,3"
5014604,56,"1,1"
5014605,40,"0,9"
5014606,40,"1,8"
5014607,70,"0,7"
5014608,40,"0,4"
5014700,17,"1,7"
5015100,50,1
5015601,56,"1,4"
5015602,20,"0,9"
5015603,56,"0,9"
5016901,17,"0,8"
5017005,20,"1,4"
5017007,15,"1,5"
5017009,70,"1,2"
5017011,20,"0,7"
5017012,70,"0,9"
5017013,15,"0,6"
5017014,15,"0,6"
5017015,70,"0,5"
5017016,70,"0,7"
5017300,20,"0,3"
5017600,20,"3,3"
5017701,40,"2,9"
5017702,40,"0,6"
5018100,50,"5,2"
5018701,50,"0,4"
5018703,50,"0,5"
5018704,50,"0,5"
5018901,50,"1,1"
5018902,50,"0,8"
5019700,6,"0,3"
5019800,94,"5,7"
5020100,17,"0,6"
5020701,6,"0,4"
5020702,17,"0,5"
5020803,94,"2,1"
5020804,94,"1,3"
5020805,90,"1,1"
5020806,90,"1,5"
5021300,17,"0,8"
5022300,6,"0,7"
5022601,94,"1,7"
5022602,90,"6,3"
5023100,6,"0,6"
5023900,6,"0,5"
5024401,26,"2,1"
5024402,26,"1,8"
5024700,6,"0,5"
5024800,26,"1,6"
5025100,6,"1,2"
5027301,50,3
5027302,50,1
5027702,50,"1,5"
5027704,50,"0,5"
5027705,50,"0,5"
5027706,50,"0,4"
5027900,70,"5,4"
5029102,50,"9,9"
5029104,50,"1,5"
5029105,50,"1,6"
5029106,50,"0,4"
5030301,50,"0,7"
5030302,50,"0,9"
5031901,6,"0,4"
5031902,6,"0,7"
5032300,50,"3,9"